concurso,data,num1,num2,num3,num4,num5,num6,acumulado,valor_acumulado,ganhadores_sena,valor_premio_sena
2848,03/04/2025,05,14,19,29,30,54,True,51028444.89,0,0.0
2849,05/04/2025,13,19,25,29,31,43,False,20807011.62,1,59714933.41
2850,08/04/2025,01,02,15,26,43,50,True,25443119.55,0,0.0
2851,10/04/2025,05,06,17,37,43,54,True,30519446.16,0,0.0
2852,12/04/2025,06,22,24,49,53,56,True,37127162.24,0,0.0
2853,15/04/2025,04,18,23,48,53,56,True,43048510.22,0,0.0
2854,19/04/2025,02,13,16,31,44,55,False,19629432.02,1,52035653.48
2855,24/04/2025,12,16,24,31,51,55,False,0.0,1,25245913.24
2856,26/04/2025,03,05,10,27,38,48,True,3515044.19,0,0.0
2857,29/04/2025,02,18,28,38,41,50,True,6807749.9,0,0.0
2858,03/05/2025,08,18,27,28,48,52,True,12844483.43,0,0.0
2859,06/05/2025,07,08,15,17,20,51,True,32148100.21,0,0.0
2860,08/05/2025,02,05,17,24,38,57,True,37827652.42,0,0.0
2861,10/05/2025,02,21,27,46,51,53,True,45197458.72,0,0.0
2862,13/05/2025,02,04,14,18,22,44,True,51872800.07,0,0.0
2863,15/05/2025,05,23,32,34,47,56,True,59249050.47,0,0.0
2864,17/05/2025,05,06,15,17,31,53,True,91170754.36,0,0.0
2865,20/05/2025,02,25,30,39,47,51,False,0.0,2,51507067.95
2866,22/05/2025,01,12,17,19,36,60,False,0.0,1,2784095.2
2867,24/05/2025,05,09,15,24,25,60,True,3458912.41,0,0.0
2868,27/05/2025,10,19,22,26,38,51,True,6804650.96,0,0.0
2869,29/05/2025,02,10,13,40,41,53,True,26388067.09,0,0.0
2870,31/05/2025,06,13,15,19,32,60,True,32415897.54,0,0.0
2871,03/06/2025,04,19,38,43,48,55,True,38272544.85,0,0.0
2872,05/06/2025,08,23,32,34,35,57,True,44065911.96,0,0.0
2873,07/06/2025,04,05,17,27,52,56,True,51828366.02,0,0.0
2874,10/06/2025,04,05,09,17,49,53,True,79509843.99,0,0.0
2875,12/06/2025,06,15,31,38,40,49,True,88269772.11,0,0.0
2876,14/06/2025,09,31,32,40,45,55,True,99798879.53,0,0.0
2877,17/06/2025,03,05,15,37,54,57,True,110971133.93,0,0.0
2878,21/06/2025,15,16,43,46,47,51,False,0.0,1,127048366.05
2879,24/06/2025,11,20,29,47,52,56,True,34296841.89,0,0.0
2880,26/06/2025,08,14,15,33,34,54,True,38747837.27,0,0.0
2881,28/06/2025,11,13,16,34,35,39,True,44719365.89,0,0.0
2882,01/07/2025,11,15,19,23,49,51,False,0.0,1,50722168.24
2883,03/07/2025,01,40,43,56,57,60,True,2862283.8,0,0.0
2884,05/07/2025,05,31,34,37,52,56,True,21972823.6,0,0.0
2885,08/07/2025,10,25,28,36,37,56,True,26764868.86,0,0.0
2886,10/07/2025,02,13,19,20,55,59,True,31662783.44,0,0.0
2887,12/07/2025,14,29,30,50,53,57,True,38609104.58,0,0.0
2888,15/07/2025,03,09,15,27,39,59,False,0.0,1,45115606.88
2889,17/07/2025,13,16,36,39,40,55,True,19467800.15,0,0.0
2890,19/07/2025,15,16,18,32,35,54,True,24939632.94,0,0.0
2891,22/07/2025,19,24,26,34,35,54,True,30270815.08,0,0.0
2892,24/07/2025,14,24,36,44,46,54,True,35607531.86,0,0.0
2893,26/07/2025,10,40,41,45,48,50,True,42638467.14,0,0.0
2894,29/07/2025,05,21,24,25,29,49,True,67683670.18,0,0.0
2895,31/07/2025,09,11,44,51,52,56,True,75218509.8,0,0.0
2896,02/08/2025,08,09,12,16,43,53,True,86507134.73,0,0.0
2897,05/08/2025,01,06,24,27,28,57,False,0.0,1,99592255.98
2898,07/08/2025,14,23,30,32,38,48,True,3775323.78,0,0.0
2899,09/08/2025,10,22,28,42,44,51,True,32693374.71,0,0.0
2900,12/08/2025,33,50,54,55,59,60,True,39295966.9,0,0.0
2901,14/08/2025,02,20,28,38,44,47,True,46211026.95,0,0.0
2902,16/08/2025,08,21,22,42,45,48,True,54853537.55,0,0.0
2903,19/08/2025,20,24,27,46,50,54,False,0.0,1,63090150.68
2904,21/08/2025,02,37,38,46,52,55,True,21990716.19,0,0.0
2905,23/08/2025,04,17,18,26,43,52,True,28071338.07,0,0.0
2906,26/08/2025,17,33,37,41,46,49,False,0.0,1,33707841.37
2907,28/08/2025,30,33,42,44,52,56,True,3328648.01,0,0.0
2908,30/08/2025,20,35,36,37,38,50,True,8377374.41,0,0.0
2909,02/09/2025,08,21,31,41,53,58,True,26789809.43,0,0.0
2910,04/09/2025,03,04,11,15,28,29,True,32328651.54,0,0.0
2911,06/09/2025,23,27,32,54,56,59,True,39598410.7,0,0.0
2912,09/09/2025,09,25,37,41,51,59,True,46722614.2,0,0.0
2913,11/09/2025,17,21,34,52,55,60,False,0.0,1,53944790.09
2914,13/09/2025,18,25,35,40,46,47,True,21473522.01,0,0.0
2915,16/09/2025,10,11,15,38,52,60,True,26567098.65,0,0.0
2916,18/09/2025,05,11,16,27,40,45,True,32159296.11,0,0.0
2917,20/09/2025,06,19,38,41,46,57,True,39422025.91,0,0.0
2918,23/09/2025,11,27,31,41,48,54,True,45998578.26,0,0.0
2919,25/09/2025,03,26,28,37,42,53,True,70354628.91,0,0.0
2920,27/09/2025,08,12,16,19,31,58,False,0.0,1,80688743.7
2921,30/09/2025,09,12,14,16,26,36,True,3188011.81,0,0.0
2922,02/10/2025,04,23,30,39,40,41,True,7084833.28,0,0.0
2923,04/10/2025,18,27,32,39,55,56,True,12708997.9,0,0.0
2924,07/10/2025,10,19,30,40,48,54,False,15542131.93,1,17924306.92
2925,09/10/2025,07,09,12,13,24,27,True,20483790.09,0,0.0
2926,11/10/2025,03,04,14,35,45,49,True,27010210.81,0,0.0
2927,14/10/2025,11,27,34,55,56,58,True,32986238.51,0,0.0
